iter	RMSE
925	200.574533
926	200.5690736
927	200.5625777
928	200.5588378
929	200.5512254
930	200.5477801
931	200.5459155
932	200.5450861
933	200.5360285
934	200.5287883
935	200.5211086
936	200.5153534
937	200.5095927
938	200.5060612
939	200.4964584
940	200.48719
941	200.4785621
942	200.4713283
943	200.4699581
944	200.4636164
945	200.458357
946	200.4463507
947	200.4371614
948	200.4358141
949	200.4267799
950	200.423436
951	200.4217811
952	200.4205388
953	200.4153693
954	200.4140473
955	200.4080207
956	200.4044487
957	200.3931296
958	200.3909296
959	200.3829629
960	200.3751541
961	200.3703011
962	200.3615749
963	200.35399
964	200.3492876
965	200.3382744
966	200.3298116
967	200.3273951
968	200.321296
969	200.3196476
970	200.316272
971	200.3148529
972	200.3065312
973	200.3052572
974	200.2970755
975	200.2953474
976	200.2929834
977	200.2896105
978	200.2865136
979	200.2840087
980	200.2819552
981	200.2797273
982	200.2777061
983	200.271489
984	200.2660839
985	200.2589339
986	200.257728
987	200.249845
988	200.2419656
989	200.2349571
990	200.2248851
991	200.222692
992	200.2153383
993	200.2141295
994	200.2129429
995	200.2116779
996	200.2041572
997	200.203005
998	200.1955727
999	200.194258
