shopTitle,price,title,item_id,realSales,procity,Trade-in,Free Shipping Insurance,Free Shipping,Global Purchase,Charity Goods,CPU Model,Camera Pixel,Charging Power,Screen Size,Camera Number,Highest Pixel,model
同步飞扬旗舰店,11999.0,当天发【6期免息】HUAWEI/<span class=H>华为</span><span class=H>Mate</span> <span class=H>60</span> RS 非凡大师手机<span class=H>mate</span><span class=H>60</span>rs新款<span class=H>60</span>直降官方旗舰店正品<span class=H>mate</span>50北斗通话12,709303262116,0,广东 深圳,1,1,1,0,0,未公布,4800+4000+4800,88,,3,4800,Mate 60
亿品汇数码专营,6759.0,<span class=H>华为</span> <span class=H>P60</span> Art 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息,722944970618,0,江苏 南京,0,1,1,0,0,骁龙8+ 4G,4800+4000+4800,88,,3,4800,P60
亿品汇数码专营,5999.0,<span class=H>华为</span> <span class=H>P60</span> Pro 超聚光夜视长焦 昆仑玻璃 双向北斗卫星消息 鸿蒙智能旗舰,722946282777,0,江苏 南京,0,1,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800,P60
淘宝珍库3C数码馆,9457.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro+NACPU后置摄像头4800万+4000万+4800万,764930900140,0,广东 中山,0,0,0,0,0,,4800+4000+4800,88,,3,4800,Mate 60
艺点数码店,9699.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro+NACPU后置摄像头4800万+4000万+4800万,765072075256,0,广东 深圳,0,1,1,0,0,,4800+4000+4800,88,,3,4800,Mate 60
淘宝珍库自营服务店,7699.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span> <span class=H>50</span> RS 保时捷版  全网通旗舰 手机,732256051271,0,浙江 杭州,0,0,1,0,0,第一代骁龙8+ 4G,5000+1300+4800,66,,3,5000,Mate 50
众联伟创数码商城,5599.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 全网通鸿蒙 智能手机 骁龙8+ 4G 6.67英寸,742812700726,0,湖北 武汉,0,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800,P60
淘宝珍库自营服务店,5399.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> Pro,731891188190,0,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+4800,88,,3,4800,P60
淘宝珍库3C数码馆,12199.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span> RS 非凡大师  国行正品手机,765865803405,0,广东 中山,0,0,0,0,0,,5000+1200+1200,66,,3,5000,Mate 60
酷动3C数码商城,9999.0,Huawei/<span class=H>华为</span> <span class=H>P60</span>,767880626835,0,广东 深圳,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800,P60
凯胜通数码,9100.0,Huawei/<span class=H>华为</span><span class=H>Mate</span><span class=H>60</span>Pro+NACPU后置摄像头4800万+4000万+4800万,771377656218,0,广东 深圳,1,1,1,0,0,,4800+4000+4800,88,,3,4800,Mate 60
淘宝珍库3C数码馆,5599.0,Huawei/<span class=H>华为</span> <span class=H>P60</span> 全网通鸿蒙 智能手机 骁龙8+ 4G 6.67英寸,739180041459,0,浙江 杭州,0,0,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800,P60
智能企业店,6399.0,Huawei/<span class=H>华为</span> <span class=H>Mate</span><span class=H>50</span> Pro 1300万像素 512GB,769092250949,0,北京,1,0,1,0,0,第一代骁龙8+ 4G,5000+1300+6400,66,,3,6400,Mate 50
一只羊手机店,5149.0,现货速发Huawei/<span class=H>华为</span> <span class=H>P60</span>手机全新正品智能拍照游戏<span class=H>华为</span><span class=H>p60</span>手机,713277247122,0,河南 郑州,1,1,1,0,0,骁龙8+ 4G,4800+1300+1200,66,,3,4800,P60
