shopTitle,price,title,item_id,realSales,procity
乾运通讯数码,658.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G红米note10 11Tpro+5G<span class=H>手机</span>正品现货12,702498339422,8人付款,广东 深圳
神机汇数码专营店,690.00,【新品上市】MIUI/<span class=H>小米</span> Redmi Note 12R千元机红米note12r 智能游戏拍照5G官方正品大电池Note11 Note12,730870422243,4人付款,上海
爱亿通信,400.00,MIUI/<span class=H>小米</span> 8骁龙845全网通<span class=H>小米</span>6原装正品可ROOT<span class=H>手机</span>8se 8青春版,749341735125,0人付款,广东 深圳
优品数码之家,550.00,MIUI/<span class=H>小米</span>Redmi Note8 Pro全网通4G全面屏智能学生价游戏拍照<span class=H>手机</span>,742144409519,4人付款,广东 深圳
千里马科技,408.00,MIUI/<span class=H>小米</span> MAX3<span class=H>手机</span>大屏幕大电量展示指纹人脸双卡全网安卓智能,733790028868,35人付款,广东 深圳
东信通讯数码城,588.00,MIUI/<span class=H>小米</span> Redmi Note 9 Pro双卡双待全网通1亿像素全面屏支持NFC,671352001166,15人付款,广东 深圳
壹品通数码,408.00,MIUI/<span class=H>小米</span> Redmi Note8 Pro 全网通全面屏4G红米note8游戏<span class=H>手机</span>,654422372057,4人付款,广东 深圳
壹诺通讯,658.00,MIUI/<span class=H>小米</span> 10青春版全网通5G旗舰官方正品<span class=H>小米</span>10青春版智能<span class=H>手机</span>,737660045694,6人付款,广东 深圳
隆辉鸿数码专营店,459.00,多亲F22按键智能触屏全网通4G无摄像头安全保密车间工厂富士康微信工作<span class=H>手机</span><span class=H>小米</span>小爱同学可上网直板老人<span class=H>手机</span>,711071004261,29人付款,广东 深圳
天喵手机城,558.00,MIUI/<span class=H>小米</span> 10青春版骁龙765G<span class=H>手机</span>潜望变焦智能拍照智能机,707929985263,8人付款,广东 深圳
创宇嘉汇数码专营店,679.00,分期免息/当天发 <span class=H>小米</span>红米Note12R 5G<span class=H>手机</span>8+256G 5000mAh大电池6.6英寸5000万<span class=H>小米</span>官方旗舰官网店 正品 pro,736543254814,23人付款,广东 深圳
惠至安数码专营店,699.00,【新品】<span class=H>小米</span>红米Note 13 Pro 12G运行内存<span class=H>手机</span>超薄5G<span class=H>小米</span>官方旗舰正品店官网67W闪充6.67英寸柔性直屏note13,713922217960,44人付款,广东 深圳
bihee旗舰店,868.00,现货速发+赠碎屏宝】<span class=H>小米</span>/红米Redmi Note 12 5G<span class=H>手机</span><span class=H>小米</span>官旗舰店官网正品红米<span class=H>手机</span>12Pro红米note12系列pro+,710124292969,1人付款,上海
千里马科技,638.00,MIUI/<span class=H>小米</span> 9 <span class=H>手机</span>全面屏5G骁龙855全网通NFC面具ROOT双卡安卓智能,754689460141,9人付款,广东 深圳
Ku哥信誉,540.00,MIUI/<span class=H>小米</span>MIX 2S全网通4G骁龙845全面屏mix1学生游戏安卓智能<span class=H>手机</span>,720298538793,1人付款,广东 深圳
小米优品商城,598.00,红米K30SMIUI/<span class=H>小米</span> Redmi K30 至尊纪念版PRO骁龙865官方5G<span class=H>手机</span>,731819928679,33人付款,广东 深圳
爱亿通信,420.00,MIUI/<span class=H>小米</span> MIX 2S原装正品<span class=H>手机</span>MIX3 MIX4 mix系列 2s可刷win10,729545781549,14人付款,广东 深圳
翔泰世纪通讯,650.00,MIUI/<span class=H>小米</span> Redmi Note 11T Pro 5G<span class=H>手机</span> 正品<span class=H>手机</span>红米note11T Pro+,722484602480,46人付款,广东 深圳
淘百优选,488.00,MIUI/<span class=H>小米</span> REDMI 10A 4G 智能<span class=H>手机</span>大电量千元机大屏幕老年人学生,753769361356,1人付款,北京
壹诺通讯,560.00,MIUI/<span class=H>小米</span> CC 9E全网通4G骁龙665旗舰全面屏智能学生<span class=H>手机</span><span class=H>小米</span>CC9e,734801906616,1人付款,广东 深圳
亿诺优品数码,980.00,MIUI/<span class=H>小米</span> 11 青春版全网通5G骁龙780G<span class=H>手机</span><span class=H>小米</span>10青春轻薄机,725242580872,38人付款,福建 厦门
炎盛数码严选店,699.00,MIUI/<span class=H>小米</span> Xiaomi 14Pro新款正品官方旗舰5G智能<span class=H>手机</span>直播游戏学生,768417312048,29人付款,北京
启能数码专营店,699.00,【全国联保】<span class=H>小米</span>Redmi Note12R 第二代骁龙4芯 5G 90Hz高刷屏 5000W像素 18W快充<span class=H>手机</span> note12,730926375763,1人付款,北京
鼎拓数码优品,510.00,MIUI/<span class=H>小米</span> REDMI NOTE 10红米note10智能拍照老人学生5G<span class=H>手机</span>10Pro,658339572176,36人付款,广东 深圳
隆辉鸿数码专营店,459.00,多亲<span class=H>手机</span>F22小爱同学ai2老人机4G全网通直板按键非智能学生可微信功能电信版老年<span class=H>小米</span>Qin1s+无摄像头保密<span class=H>手机</span>,718852364946,7人付款,广东 深圳
天喵手机城,498.00,MIUI/<span class=H>小米</span> Redmi K30 5G红米k30pro官方旗舰游戏<span class=H>手机</span>10尊享版5g,656076425149,5人付款,广东 深圳
深圳市远航数码手机批发中心,115.00,MIUI/<span class=H>小米</span> Redmi 9A红米10a大屏幕大电池学生老人便宜智能<span class=H>手机</span>,728845641678,23人付款,广东 深圳
上海立信数码,329.00,MIUI/<span class=H>小米</span> Redmi 8A红米8a<span class=H>手机</span>7a大电池老人学生智能note7<span class=H>手机</span>4g,708982248401,13人付款,广东 深圳
天天益诚正品手机大客户专线,99.00,MIUI/<span class=H>小米</span> REDMI 10A红米9A八核大电量屏幕老人学生智能<span class=H>手机</span>正品,731194082463,7人付款,广东 深圳
裕源益数码,480.00,MIUI/<span class=H>小米</span> Redmi12C全网通4G全面屏5000毫安游戏拍照新款老人<span class=H>手机</span>,727659940370,6人付款,广东 深圳
诚亨通讯智能手机专家,460.00,红米9A MIUI/<span class=H>小米</span> REDMI 9A 大电量游戏备用老年人新<span class=H>手机</span>redmi9a,623667152447,20人付款,广东 深圳
蜂鸣网二手优品,258.00,Xiaomi/<span class=H>小米</span> <span class=H>小米</span>6晓龙835可root<span class=H>手机</span>老人学生游戏备用机4G全网通,661775234997,8人付款,广东 惠州
梦特数码科技,418.00,MIUI/<span class=H>小米</span> MAX3128g游戏大屏<span class=H>手机</span>备用看电影网课全网安卓智能<span class=H>手机</span>,753816726291,2人付款,广东 深圳
承虹通讯,508.00,红米12C MIUI/<span class=H>小米</span> Redmi 12C 官方新<span class=H>手机</span>老年备用大电量<span class=H>小米</span>12c,699225807824,0人付款,广东 深圳
三州数码旗舰店,749.00,【大量现货 | 顺丰包邮送好礼】MIUI/<span class=H>小米</span> Redmi 13C新款红米5G<span class=H>手机</span><span class=H>小米</span><span class=H>手机</span>旗舰店官方2023百元老人机备用机,758901681150,2人付款,浙江 杭州
亿品汇数码专营,849.00,Redmi Note 12R 智能游戏拍照5G红米<span class=H>手机</span>5000mAh大电池 第二代骁龙4芯片,728801030732,0人付款,江苏 南京
彬胜数码,400.00,MIUI/<span class=H>小米</span> 8骁龙845全网通<span class=H>小米</span>6原装正品可ROOT<span class=H>手机</span>8se 8青春版,748138769424,5人付款,广东 深圳
星瑞数码,468.00,MIUI/<span class=H>小米</span> Redmi Note9 Pro 5G红米note9游戏百元智能全面屏<span class=H>手机</span>,758658788823,26人付款,广东 深圳
魅力丶驾到,430.00,MIUI/<span class=H>小米</span> 9全面屏骁龙855游戏9学生老人root面具工作机正品<span class=H>小米</span>9,752188046067,12人付款,浙江 杭州
Xiaomi 小米手机商城,569.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G<span class=H>手机</span>官方旗舰正品游戏 5000mAh大电量,743263128715,2人付款,广东 深圳
林掌柜手机零售批发手机配件,600.00,MIUI/<span class=H>小米</span> 10青春版5G<span class=H>手机</span>ROOT面具德尔塔天下游LSP框架手游学生,760280457649,14人付款,广东 惠州
柯尔沁数码专营店,679.00,<span class=H>小米</span>新品5G<span class=H>手机</span>Redmi 红米12R 5000万像素5000毫安大电池第二代骁龙4处理器红外线感应学生老人百元机note12R,758908318707,17人付款,广东 深圳
深圳正品手机店铺,458.00,MIUI/小米 REDMI 10A红米9A八核大电量屏幕老人学生备用智能手机,743096324565,94人付款,广东 深圳
优品电子数码企业店铺,369.00,MIUI/小米 REDMI 9A大屏幕大电池学生老人便宜智能手机红米10a,760768829364,13人付款,广东 深圳
优品电子数码企业店铺,439.00,MIUI/小米 REDMI 10A八核大电量屏幕老人学生智能手机正品红米9A,760844851035,17人付款,广东 深圳
天鹅数码之家,599.00,<span class=H>小米</span>老人机红米9A老年智能<span class=H>手机</span>大字大屏大声音超长待机全网通正品,643502698432,2人付款,广东 深圳
炎盛数码严选店,699.00,MIUI/<span class=H>小米</span> Xiaomi 14 Pro新款正品官方旗舰5G智能<span class=H>手机</span>全网通双卡,768498674743,17人付款,北京
千里马科技,588.00,MIUI/<span class=H>小米</span> Redmi K30 5G红米<span class=H>手机</span>POR官方NFC骁龙安卓智能双卡全网,708168367058,26人付款,广东 深圳
礼物宝数码商城,689.00,红米老人机 全网通<span class=H>小米</span>家用老年智能<span class=H>手机</span>大字大屏超长待机声音大,641834189093,1人付款,上海
航杰数码,260.00,MIUI/<span class=H>小米</span> 6X天下游root面具XP lsp框架游戏备用工作室定位<span class=H>手机</span>,660194331329,11人付款,广东 深圳
同迅数码专营店,799.00,新品【现货速发】Redmi Note 10 5G<span class=H>手机</span>红米note10大电量智能学生<span class=H>小米</span>官方旗舰店官网同款正品xiaomi分期9pro,645944114857,5人付款,辽宁 大连
炎盛数码严选店,699.00,MIUI/<span class=H>小米</span>Xiaomi14Pro正品智能<span class=H>手机</span>6.8寸全面屏1TB大内存5G全网通,768418188761,23人付款,北京
壹诺通讯,578.00,MIUI/<span class=H>小米</span> Redmi Note 8 Pro 官方正品4G全网通note8pro游戏<span class=H>手机</span>,669676455885,7人付款,广东 深圳
小米优品商城,598.00,Xiaomi/<span class=H>小米</span> Redmi K30 Pro 骁龙865变焦版5G 红米K30S至尊纪念版,653842593646,3人付款,广东 深圳
千里马科技,468.00,MIUI/<span class=H>小米</span> 6骁龙小屏<span class=H>手机</span>root全网双卡人脸指纹安卓智能旗舰,706948657640,17人付款,广东 深圳
科技通讯城8,678.00,特价MIUI/<span class=H>小米</span> 10青春版5G支持NFC红外遥控智能学生老人备用<span class=H>手机</span>,730540536104,4人付款,广东 深圳
丰昌精品数码,625.00,MIUI/<span class=H>小米</span> Redmi NOTE 10 PRO全网通5G天玑1100大屏大电池<span class=H>手机</span>,745379060363,100+人付款,广东 深圳
博星通讯,608.00,Xiaomi/<span class=H>小米</span> Redmi K30 5G红米k30pro官方极速游戏<span class=H>手机</span>10尊享版5g,658531942400,3人付款,广东 江门
华信优选数码,980.00,MIUI/<span class=H>小米</span> 11 青春版全网通5G骁龙780 5G<span class=H>手机</span>青春轻薄<span class=H>手机</span>,756654145306,19人付款,上海
淘天下时代数码,658.00,MIUI/<span class=H>小米</span> 10青春版5G<span class=H>手机</span>大屏幕超大容量待机米10青春游戏智能机,668644353085,2人付款,广东 深圳
壹诺通讯,508.00,MIUI/<span class=H>小米</span> Redmi Note 8 官方正品全网通4G红米note8智能备用<span class=H>手机</span>,673839617978,6人付款,广东 深圳
壹诺通讯,510.00,Xiaomi/<span class=H>小米</span> Redmi Note 9Pro全网通5G官方正品note9游戏学生<span class=H>手机</span>,668644640636,7人付款,广东 深圳
汇城通讯,690.00,现货MIUI/<span class=H>小米</span> Redmi Note 9 Pro<span class=H>手机</span>红米note9pro系列5g官方,659417155246,4人付款,广东 深圳
千里马科技,558.00,MIUI/<span class=H>小米</span> 8<span class=H>手机</span>骁龙845超薄NFC安卓智能双卡全网人脸指纹正品,707435576988,11人付款,广东 深圳
格调数码折扣店,799.00,<span class=H>小米</span><span class=H>手机</span>红米Redmi K70 Pro全新智能<span class=H>手机</span>全面屏5G全网通正品<span class=H>手机</span>,768496780789,27人付款,广东 深圳
Xiaomi 小米手机商城,658.00,MIUI/<span class=H>小米</span> 11 青春版<span class=H>手机</span> 全网通双卡5G<span class=H>手机</span> 晓龙780G轻薄,732109755408,7人付款,广东 深圳
智瑞联数码专营店,699.00,分期免息<span class=H>小米</span>Redmi 红米12R 第二代骁龙4 5G<span class=H>手机</span>5000万像素红外线大电池长待机学生老人百元机note12R note13,753984960581,7人付款,广东 深圳
华夏数码直销商城,459.00,Xiaomi/<span class=H>小米</span> Redmi 10X 游戏双卡5g拍照智能 红米10Xpro学生<span class=H>手机</span>,633612093673,9人付款,四川 成都
川渝数码商城,899.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G 全网通<span class=H>手机</span>官方正品note11学生<span class=H>手机</span>,658552552568,3人付款,重庆
俊业通讯,400.00,MIUI/<span class=H>小米</span> 8骁龙845全网通<span class=H>小米</span>6原装正品可ROOT<span class=H>手机</span>8se 8青春版,748301671596,3人付款,广东 深圳
精品老年手机卖场,765.00,新<span class=H>小米</span>老年人专用<span class=H>手机</span>12老年智能<span class=H>手机</span>大字大屏大声超长待机老年机,740343856067,66人付款,浙江 杭州
巅峰科技优品,395.00,MIUI/<span class=H>小米</span> Xiaomi MIX 2S 全面屏幕晓龙845,726366808316,17人付款,广东 深圳
东信通讯数码城,408.00,MIUI/<span class=H>小米</span> Redmi K30 Pro双卡5G支持NFC公交<span class=H>小米</span>8门禁卡note9PRO,680965605926,6人付款,广东 深圳
明通数码手机,699.00,新品现货 MIUI/<span class=H>小米</span> Redmi 12C 官方正品官网旗舰红米<span class=H>手机</span><span class=H>小米</span>12C,738761258573,16人付款,广东 深圳
神机汇数码专营店,700.00,【新品上市】<span class=H>小米</span>/红米Redmi Note 11R 5000mAh大电量5G智能红米<span class=H>手机</span><span class=H>小米</span>官方正品 安卓智能 红米NOTE11T Pro,692145307111,1人付款,上海
鼎诺数码科技,959.00,MIUI/<span class=H>小米</span> Redmi Note 13 5G<span class=H>手机</span>红米note13智能<span class=H>手机</span>1 亿像素直屏,739623382392,12人付款,河南 郑州
创亿科技数码店,838.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G 神秘黑境 学生机 老年机 全网通5G,661279535994,23人付款,四川 成都
小米优品商城,698.00,MIUI/<span class=H>小米</span> 11 青春版 5G<span class=H>手机</span>骁龙780G11pro正品10 lite轻薄<span class=H>手机</span>,709677815294,8人付款,广东 深圳
大财精品数码小店,650.00,MIUI/<span class=H>小米</span> Redmi K40全网通5G侧边指纹NFC骁龙870智能2<span class=H>手机</span>,729012263195,5人付款,广东 深圳
小野优品,699.00,MIUI/<span class=H>小米</span> 10青春版直面屏5G全网通高通骁龙游戏智能游戏正品<span class=H>手机</span>,704399105262,11人付款,江苏 常州
友信数码店,480.00,MIUI/<span class=H>小米</span> 6全网通高通骁龙835处理器学生老人工作室机备用机,726083086134,20人付款,广东 汕尾
上海立信数码,360.00,MIUI/<span class=H>小米</span> Redmi 9A 红米9a 4g<span class=H>手机</span>9pro新品<span class=H>小米</span><span class=H>手机</span>官网旗舰8a,704559311477,86人付款,广东 深圳
神机汇数码专营店,508.00,xiaomi/红米Redmi 10A 大电量大屏幕智能千元机游戏拍照<span class=H>小米</span>官方正品旗舰店9A学生老人,691361635756,13人付款,上海
优优可达数码,559.00,官方正品MIUI/<span class=H>小米</span> Redmi 12C大音量老人机红米12C学生备用机12c,735599811207,8人付款,广东 深圳
承虹通讯,460.00,MIUI/<span class=H>小米</span> REDMI 9A大电量屏幕游戏备用老年人redmi10a<span class=H>手机</span>红米9a,623976177919,26人付款,广东 深圳
凡诚毅,173.00,Xiaomi/<span class=H>小米</span> <span class=H>小米</span>6 4G全网通 骁龙835学生6X老人5X智能大屏幕<span class=H>手机</span>,654051330208,100+人付款,广东 深圳
创亿科技数码店,642.00,MIUI/<span class=H>小米</span> Redmi Note 12R智能游戏拍照5G红米<span class=H>手机</span>二代骁龙4,734528601972,14人付款,四川 成都
博星通讯,638.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G<span class=H>手机</span>官方旗舰正品游戏红米note11pro,680304437558,18人付款,广东 江门
东鑫瑞数码专营店,679.00,分期免息/当天发 <span class=H>小米</span>红米Note13 12+256G 5G<span class=H>手机</span>大电池智能游戏拍照官方旗舰正品学生<span class=H>小米</span>13pro/12tpro/12r,733446561519,26人付款,广东 深圳
林掌柜手机零售批发手机配件,650.00,MIUI/<span class=H>小米</span> Xiaomi 9游戏解BL工作室ROOT权限EDXP框架LSP定位<span class=H>手机</span>,716864843837,5人付款,广东 惠州
深圳正品手机店铺,458.00,MIUI/小米 REDMI 10A红米9A八核大电量屏幕老人学生备用智能手机,743096324565,94人付款,广东 深圳
优品电子数码企业店铺,369.00,MIUI/小米 REDMI 9A大屏幕大电池学生老人便宜智能手机红米10a,760768829364,13人付款,广东 深圳
优品电子数码企业店铺,439.00,MIUI/小米 REDMI 10A八核大电量屏幕老人学生智能手机正品红米9A,760844851035,17人付款,广东 深圳
龙胜数码通讯,568.00,MIUI/<span class=H>小米</span> Redmi K30 Pro全网通双卡双待支持NFC功能门禁卡公交卡,680677488100,4人付款,广东 深圳
2009工作室吧,158.00,MIUI/<span class=H>小米</span> Xiaomi 5X 双开分屏学生老人工作室<span class=H>手机</span>可开BL面具ROOT,653052136968,1人付款,广东 深圳
威博优品数码,860.00,MIUI/<span class=H>小米</span> Redmi K30 5G红米全网通高通骁龙 全面屏学生智能<span class=H>手机</span>,767667685834,7人付款,江苏 苏州
fashion 科技数码,670.00,MIUI/<span class=H>小米</span> Redmi K40S全网通5G骁龙870处理器智能大电池指纹2<span class=H>手机</span>,766185866780,5人付款,广东 深圳
光速数码,289.00,MIUI/<span class=H>小米</span> REDMI 9A 红米10a大屏幕大电池学生老人便宜智能<span class=H>手机</span>,735039740838,2人付款,广东 深圳
众之恒数码,498.00,MIUI/<span class=H>小米</span> Redmi 9A,737918650524,0人付款,广东 深圳
d[s116869308],600.00,MIUI/<span class=H>小米</span> 10青春版ROOT天下游 定位面具路线模拟 XP框架 LSP,734741948455,12人付款,广东 惠州
上海鸿鹄林数码,670.00,新MIUI/<span class=H>小米</span> Redmi Note 11 5G<span class=H>手机</span>官方旗舰正品官网note11pro,746635575287,9人付款,广东 深圳
梦特数码科技,635.00,MIUI/<span class=H>小米</span> Redmi K40全网通5G骁龙870侧边指纹NFC红米智能<span class=H>手机</span>Pro,763969533985,46人付款,广东 深圳
千里马科技,728.00,MIUI/<span class=H>小米</span> 11 青春版超轻薄<span class=H>手机</span>骁龙直屏全网5G安卓智能双卡指纹,708043303489,26人付款,广东 深圳
翔泰世纪通讯,670.00,MIUI/<span class=H>小米</span> Redmi Note 12 Pro红米note12R官方旗舰大屏幕游戏<span class=H>手机</span>,749343759682,12人付款,广东 深圳
爱学生华为荣耀店,799.00,Redmi12C学生<span class=H>手机</span>中学生专用智能机戒网瘾儿童<span class=H>手机</span>家长远程管控,698888966549,2人付款,广东 佛山
爱亿通信,920.00,MIUI/<span class=H>小米</span> Redmi K50红米K50Pro 至尊版 游戏增强版高性能备用,742516226687,43人付款,广东 深圳
众之恒数码,708.00,【明道直播间】MIUI/<span class=H>小米</span> Redmi Note 12R智能<span class=H>手机</span>,745035773706,0人付款,广东 深圳
林掌柜手机零售批发手机配件,190.00,MIUI/<span class=H>小米</span> Xiaomi 5X<span class=H>手机</span>工作室ROOT面具xp框架lsp天下游定位多开,733571280572,3人付款,广东 惠州
米良数码优品,460.00,赠礼包MIUI/<span class=H>小米</span> Redmi Note9Pro红米note9一亿像素5G智能<span class=H>手机</span>,701600329823,10人付款,广东 深圳
神机汇数码专营店,700.00,<span class=H>小米</span>/Redmi Note 11 4G 90Hz刷新屏智能拍照<span class=H>手机</span><span class=H>小米</span>官方旗舰店正品红米note12 红外线智能<span class=H>手机</span>,671314791063,4人付款,上海
幸运宝贝数码专营店,719.00,分期免息/顺丰包邮 <span class=H>小米</span>红米Note13Pro<span class=H>手机</span> 16+512G大内存2亿像素note13<span class=H>小米</span>官方旗舰店官网<span class=H>小米</span><span class=H>手机</span>note12R,760898192763,6人付款,广东 深圳
d[s116869308],530.00,MIUI/<span class=H>小米</span> Xiaomi 8后指纹标准版面具ROOT游戏机开工作挂<span class=H>手机</span>,726807845351,2人付款,广东 惠州
Xiaomi 小米手机商城,498.00,MIUI/<span class=H>小米</span> Redmi K30 5G 极速版 骁龙768G 高刷<span class=H>手机</span> 120Hz赫兹i4G,671284924288,4人付款,广东 深圳
淘天下时代数码,518.00,MIUI/<span class=H>小米</span> Xiaomi 8大屏幕<span class=H>小米</span>8晓龙845游戏机智能老人学生全网通,646256409649,1人付款,广东 深圳
普华锦讯数码专营店,868.00,分期免息/当天发 <span class=H>小米</span>红米Note11 8+256GB 5G<span class=H>手机</span> 天玑810闪充<span class=H>小米</span>官方旗舰官网店学生智能<span class=H>手机</span>10Redmi11Pro+,667824719729,4人付款,广东 深圳
天喵数码,548.00,MIUI/<span class=H>小米</span> Xiaomi CC9 美图定制版cc9pro小仙女<span class=H>手机</span>官方1亿像素9e,709465174276,2人付款,广东 深圳
乾运通讯数码,718.00,MIUI/<span class=H>小米</span> Redmi NOTE 10PRO红米note10Pro<span class=H>手机</span>5G正品10 天玑1100,702484475512,24人付款,广东 深圳
创宇嘉汇数码专营店,869.00,当天发送好礼! <span class=H>小米</span>红米Note11 5G<span class=H>手机</span>pro 8+256G 5000mAh大电池6.5英寸4800万<span class=H>小米</span>官方旗舰官网正品店note10,647014444824,16人付款,广东 深圳
爱亿通信,510.00,MIUI/<span class=H>小米</span> 9骁龙855全网通<span class=H>小米</span>9PRO原装正品可ROOT<span class=H>手机</span><span class=H>小米</span>9se,729545981652,3人付款,广东 深圳
西门数码店,599.00,MIUI/<span class=H>小米</span> REDMI NOTE 10/10Pro全网通5G<span class=H>手机</span>大屏游戏天玑1200,751815523316,2人付款,广东 深圳
华宏优品数码,980.00,MIUI/<span class=H>小米</span> 11 青春版全网通5G骁龙780G<span class=H>手机</span><span class=H>小米</span>10青春轻薄机,736182193619,48人付款,北京
野望数码,649.00,红米K20【送影视VIP】MIUI/<span class=H>小米</span> Redmi K20 Pro尊享版骁龙855,731991126223,5人付款,江苏 常州
礼物宝数码商城,712.00,<span class=H>小米</span>老年机 正品超长待机旗舰4G大字大屏大声音老年人智能<span class=H>手机</span>,727170997313,100+人付款,上海
卓越数码668,928.00,MIUI/<span class=H>小米</span> Redmi Note 11T Pro红米note11tpro+5G<span class=H>手机</span>11天玑8100,705191233125,56人付款,广东 深圳
苏宁易购官方旗舰店,999.00,【赠送充电宝】Redmi 12 5G<span class=H>手机</span>红米千元<span class=H>小米</span>官方旗舰店官网正品note12智能大屏redmi12  2067,734033413122,1人付款,广东 深圳
华威华威,658.00,MIUI/<span class=H>小米</span>红米 Note 12R第二代骁龙4芯片智能游戏拍照5G红米<span class=H>手机</span>,731638913381,13人付款,广东 深圳
启能数码专营店,1285.00,全新【送20W电源】<span class=H>小米</span>11青春版 骁龙780G芯 4250mAh电量 6400万像素 90Hz高刷新率 拍照<span class=H>手机</span><span class=H>小米</span>官方正品,649709934444,13人付款,北京
小米优品商城,698.00,MIUI/<span class=H>小米</span> 11 青春版 5G<span class=H>手机</span>骁龙780G11pro正品10 lite轻薄<span class=H>手机</span>,743118544042,2人付款,广东 深圳
彬胜数码,420.00,MIUI/<span class=H>小米</span> MIX 2S原装正品<span class=H>手机</span>MIX3 MIX4 mix系列 2s可刷win10,748211370012,2人付款,广东 深圳
小米领英专卖店,899.00,【新品上市选<span class=H>小米</span>蓝牙耳机】<span class=H>小米</span> 红米Redmi 12 5G<span class=H>手机</span>红米12新款千元<span class=H>手机</span>官方旗舰官网正品大屏老年备用机店,733877481671,2人付款,广东 深圳
普华锦讯数码专营店,728.00,分期免息/当天发 <span class=H>小米</span>红米Note 12 Pro 12+256G 67W闪充6.67英寸柔性直屏游戏<span class=H>手机</span>5G<span class=H>小米</span>官方旗舰正品店11T/e,671893091954,5人付款,广东 深圳
大财精品数码小店,890.00,MIUI/<span class=H>小米</span> Redmi K50 5G全网通 天玑8100处理器双卡双待红米2<span class=H>手机</span>,732462520273,21人付款,广东 深圳
苏宁易购官方旗舰店,576.00,到手551元 MIUI/<span class=H>小米</span>redmi 红米10A全网通大电量大屏幕大音量<span class=H>小米</span>官方旗舰店9a9A老年机备用机4G<span class=H>手机</span>【2004】,600977424956,35人付款,北京
物美商城手机店,555.00,MIUI/<span class=H>小米</span> Redmi 12CHelio G85 5000万高清双摄长续航红米12c<span class=H>手机</span>,706684825472,6人付款,四川 成都
佰分购旗舰店,739.00,【新品上市 赠原厂碎屏保】红米Redmi 13C 5G<span class=H>手机</span><span class=H>小米</span>官方旗舰店<span class=H>小米</span>13C学生游戏大屏大音老年备用机红米13c,758896989432,9人付款,广东 深圳
旭山3C综合数码,423.00,MIUI/<span class=H>小米</span> MAX3 官方正品 7寸大屏幕大电池平板游戏机 学生老人机,629920317675,3人付款,广东 深圳
东胜科技商城,838.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G大电量智能<span class=H>手机</span>xiaomi红米note11学生,659441545231,26人付款,四川 成都
小米领英专卖店,809.00,(现货速发/选<span class=H>小米</span>充电宝Redmi红米Note 12 5G新款<span class=H>手机</span>官方专卖店note12pro系列智能官网正品<span class=H>小米</span>红米note12,710331703408,6人付款,广东 深圳
深圳正品手机店铺,458.00,MIUI/小米 REDMI 10A红米9A八核大电量屏幕老人学生备用智能手机,743096324565,94人付款,广东 深圳
优品电子数码企业店铺,439.00,MIUI/小米 REDMI 10A八核大电量屏幕老人学生智能手机正品红米9A,760844851035,17人付款,广东 深圳
精品老年手机卖场,835.00,<span class=H>小米</span>5G老年机 正品红米Note12R老人智能<span class=H>手机</span>大屏大字大声超长待机,741965520990,19人付款,浙江 杭州
Xiaomi 小米手机商城,558.00,官方旗舰红米MIUI/<span class=H>小米</span> Redmi K30 至尊纪念版PRO骁龙8655G<span class=H>手机</span>,731629456747,2人付款,广东 深圳
华优数码,980.00,MIUI/<span class=H>小米</span> 11 青春版全网通5G骁龙780 5G<span class=H>手机</span>青春轻薄<span class=H>手机</span>,766896006563,15人付款,浙江 杭州
三州数码旗舰店,549.00,【顺丰包邮】<span class=H>小米</span>红米Redmi 10A <span class=H>手机</span>学生备用机老年机大电池大屏幕音量官方旗舰店Miui正品授权未激活千元机,671223149609,1人付款,浙江 杭州
正机通讯,505.00,【现货速发】MIUI/<span class=H>小米</span> Redmi 12C 红米<span class=H>小米</span><span class=H>手机</span>大音学生老年备用,714613317977,8人付款,广东 深圳
旭山3C综合数码,593.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G全网通正品<span class=H>手机</span>学生老人机大电量智能,725515810992,8人付款,广东 深圳
国行企业店,739.00,<span class=H>小米</span>老年机 正品官方超长待机旗舰4G大字大屏大声老年人智能<span class=H>手机</span>,703692682322,1人付款,浙江 杭州
深圳绿盾防沉迷电子科技企营店,1098.00,MIUI/<span class=H>小米</span> Redmi Note 11 5G绿盾戒黄戒色戒网瘾戒赌学生定制<span class=H>手机</span>,721623545375,21人付款,广东 深圳
喵速达电器官方旗舰店,1499.00,Redmi Note 13 Pro <span class=H>手机</span>红米note<span class=H>手机</span><span class=H>小米</span>官方旗舰店note13pro,760771077797,200+人付款,浙江 杭州
天行健手机专营店,628.00,<span class=H>小米</span>Redmi 红米12R 第二代骁龙4 5G<span class=H>手机</span>5000万像素红外线大电池长待机学生老人百元机note12R note13,761186445421,3人付款,河南 郑州
泷泽数码,688.00,<span class=H>小米</span>老人智能<span class=H>手机</span> 红米12C大屏大字大声音官方正品老年机超长待机,707132618861,3人付款,广东 深圳
汇城通讯,478.00,MIUI/<span class=H>小米</span> Redmi Note 9全网通5G智能<span class=H>手机</span>红米note9pro高通骁龙,679580143989,2人付款,广东 深圳
